year,month,state,fatalities,fatalitiesNonCovid,covidFatalities
2018,Jan.18,GA,2,2,
2018,Jan.18,TX,15,15,
2018,Jan.18,PA,4,4,
2018,Jan.18,VA,2,2,
2018,Jan.18,OK,3,3,
2018,Jan.18,PR,1,1,
2018,Jan.18,FL,5,5,
2018,Jan.18,NE,2,2,
2018,Jan.18,MN,3,3,
2018,Jan.18,TN,2,2,
2018,Jan.18,AL,1,1,
2018,Jan.18,MD,1,1,
2018,Jan.18,OH,2,2,
2018,Jan.18,NC,5,5,
2018,Jan.18,LA,2,2,
2018,Jan.18,NV,1,1,
2018,Jan.18,NY,1,1,
2018,Jan.18,MT,1,1,
2018,Jan.18,CO,1,1,
2018,Jan.18,IN,1,1,
2018,Jan.18,NJ,1,1,
2018,Jan.18,MA,1,1,
2018,Jan.18,WI,2,2,
2018,Jan.18,ND,1,1,
2018,Jan.18,IA,1,1,
2018,Jan.18,AR,1,1,
2018,Jan.18,MI,1,1,
2018,Jan.18,SD,1,1,
2018,Jan.18,WV,1,1,
2017,Dec.17,OK,5,5,
2017,Dec.17,CA,11,11,
2017,Dec.17,NC,5,5,
2017,Dec.17,MA,2,2,
2017,Dec.17,NH,2,2,
2017,Dec.17,FL,7,7,
2017,Dec.17,OH,4,4,
2017,Dec.17,WI,5,5,
2017,Dec.17,WV,1,1,
2017,Dec.17,CO,2,2,
2017,Dec.17,TX,11,11,
2017,Dec.17,KY,5,5,
2017,Dec.17,MI,4,4,
2017,Dec.17,LA,2,2,
2017,Dec.17,AL,2,2,
2017,Dec.17,IL,2,2,
2017,Dec.17,GA,3,3,
2017,Dec.17,PA,4,4,
2017,Dec.17,KS,2,2,
2017,Dec.17,UT,2,2,
2017,Dec.17,NY,2,2,
2017,Dec.17,VT,2,2,
2017,Dec.17,OR,2,2,
2017,Dec.17,MS,1,1,
2017,Dec.17,SC,2,2,
2017,Dec.17,VA,1,1,
2017,Dec.17,CT,1,1,
2017,Dec.17,MD,1,1,
2017,Dec.17,IN,1,1,
2017,Dec.17,IA,3,3,
2017,Dec.17,NJ,1,1,
2017,Dec.17,NE,1,1,
2017,Dec.17,WA,1,1,
2017,Dec.17,MN,1,1,
2017,Dec.17,ME,1,1,
2017,Dec.17,MO,1,1,
2017,Nov.17,PA,2,2,
2017,Nov.17,MN,5,5,
2017,Nov.17,AR,2,2,
2017,Nov.17,NJ,4,4,
2017,Nov.17,MO,1,1,
2017,Nov.17,DC,1,1,
2017,Nov.17,MI,4,4,
2017,Nov.17,OH,9,9,
2017,Nov.17,NY,8,8,
2017,Nov.17,AL,4,4,
2017,Nov.17,SC,1,1,
2017,Nov.17,WV,3,3,
2017,Nov.17,TX,20,20,
2017,Nov.17,WI,2,2,
2017,Nov.17,NH,2,2,
2017,Nov.17,NC,6,6,
2017,Nov.17,OK,3,3,
2017,Nov.17,TN,3,3,
2017,Nov.17,KS,3,3,
2017,Nov.17,IN,2,2,
2017,Nov.17,FL,7,7,
2017,Nov.17,OR,4,4,
2017,Nov.17,MT,1,1,
2017,Nov.17,NV,1,1,
2017,Nov.17,CO,2,2,
2017,Nov.17,KY,1,1,
2017,Nov.17,VA,1,1,
2017,Nov.17,IL,2,2,
2017,Nov.17,CA,4,4,
2017,Nov.17,AZ,3,3,
2017,Nov.17,MS,1,1,
2017,Oct.17,IL,7,7,
2017,Oct.17,PA,4,4,
2017,Oct.17,OH,9,9,
2017,Oct.17,GA,7,7,
2017,Oct.17,NM,1,1,
2017,Oct.17,AL,1,1,
2017,Oct.17,DE,1,1,
2017,Oct.17,AS,1,1,
2017,Oct.17,MI,6,6,
2017,Oct.17,SD,2,2,
2017,Oct.17,LA,2,2,
2017,Oct.17,ME,1,1,
2017,Oct.17,TN,1,1,
2021,Mar.21,AK,1,1,
2017,Oct.17,MN,5,5,
2017,Oct.17,NC,2,2,
2017,Oct.17,FL,10,10,
2017,Oct.17,SC,4,4,
2017,Oct.17,CA,9,9,
2017,Oct.17,WI,5,5,
2017,Oct.17,GU,1,1,
2017,Oct.17,NJ,4,4,
2017,Oct.17,AZ,1,1,
2017,Oct.17,UT,5,5,
2017,Oct.17,IN,4,4,
2017,Oct.17,VA,2,2,
2017,Oct.17,TX,15,15,
2017,Oct.17,MD,1,1,
2017,Oct.17,ND,1,1,
2017,Oct.17,NY,4,4,
2017,Oct.17,KS,1,1,
2017,Oct.17,WY,1,1,
2017,Oct.17,OK,1,1,
2017,Oct.17,OR,1,1,
2017,Oct.17,MA,1,1,
2017,Oct.17,HI,1,1,
2017,Oct.17,KY,1,1,
2017,Oct.17,CO,1,1,
2017,Sep.17,FL,8,8,
2017,Sep.17,NY,4,4,
2017,Sep.17,MI,4,4,
2017,Sep.17,CA,6,6,
2017,Sep.17,TX,20,20,
2017,Sep.17,TN,4,4,
2017,Sep.17,GA,7,7,
2017,Sep.17,VA,2,2,
2017,Sep.17,WV,1,1,
2017,Sep.17,ID,3,3,
2017,Sep.17,KY,1,1,
2017,Sep.17,NE,2,2,
2017,Sep.17,NV,1,1,
2017,Sep.17,MD,3,3,
2017,Sep.17,AL,5,5,
2017,Sep.17,PR,1,1,
2017,Sep.17,OK,2,2,
2017,Sep.17,IN,4,4,
2017,Sep.17,NM,2,2,
2017,Sep.17,VT,2,2,
2017,Sep.17,NC,1,1,
2017,Sep.17,AR,2,2,
2017,Sep.17,IL,6,6,
2017,Sep.17,PA,6,6,
2017,Sep.17,LA,3,3,
2017,Sep.17,OR,2,2,
2017,Sep.17,WY,1,1,
2017,Sep.17,IA,1,1,
2017,Sep.17,OH,1,1,
2017,Sep.17,NJ,1,1,
2017,Sep.17,KS,2,2,
2017,Sep.17,VI,1,1,
2017,Sep.17,MS,2,2,
2017,Sep.17,MN,1,1,
2017,Sep.17,UT,1,1,
2017,Sep.17,MO,2,2,
2017,Sep.17,WI,1,1,
2017,Sep.17,ND,1,1,
2017,Aug.17,CA,9,9,
2017,Aug.17,TX,21,21,
2017,Aug.17,NY,9,9,
2017,Aug.17,VA,5,5,
2017,Aug.17,PA,3,3,
2017,Aug.17,KS,2,2,
2017,Aug.17,OH,6,6,
2017,Aug.17,GA,7,7,
2017,Aug.17,FL,9,9,
2017,Aug.17,KY,1,1,
2017,Aug.17,IN,1,1,
2017,Aug.17,DC,1,1,
2017,Aug.17,NC,4,4,
2017,Aug.17,CO,1,1,
2017,Aug.17,CT,1,1,
2017,Aug.17,MS,1,1,
2017,Aug.17,IA,3,3,
2017,Aug.17,OR,5,5,
2017,Aug.17,TN,3,3,
2017,Aug.17,SC,2,2,
2017,Aug.17,LA,2,2,
2017,Aug.17,AL,2,2,
2017,Aug.17,WI,1,1,
2017,Aug.17,IL,4,4,
2017,Aug.17,ID,2,2,
2017,Aug.17,MD,4,4,
2017,Aug.17,VT,1,1,
2017,Aug.17,RI,1,1,
2017,Aug.17,MA,2,2,
2017,Aug.17,OK,1,1,
2017,Aug.17,MI,4,4,
2017,Aug.17,NH,1,1,
2017,Aug.17,MN,2,2,
2017,Aug.17,MO,1,1,
2017,Aug.17,MT,1,1,
2017,Aug.17,AZ,1,1,
2017,Jul.17,DE,1,1,
2017,Jul.17,MN,3,3,
2017,Jul.17,OK,3,3,
2017,Jul.17,NY,5,5,
2017,Jul.17,OH,4,4,
2017,Jul.17,ND,2,2,
2017,Jul.17,AL,3,3,
2017,Jul.17,MI,6,6,
2017,Jul.17,OR,5,5,
2017,Jul.17,TX,12,12,
2017,Jul.17,PA,7,7,
2017,Jul.17,AR,1,1,
2017,Jul.17,NJ,2,2,
2017,Jul.17,FL,2,2,
2017,Jul.17,ME,1,1,
2017,Jul.17,IL,4,4,
2017,Jul.17,TN,3,3,
2017,Jul.17,IA,1,1,
2017,Jul.17,GA,5,5,
2017,Jul.17,MD,2,2,
2017,Jul.17,VA,6,6,
2017,Jul.17,MT,1,1,
2017,Jul.17,AZ,1,1,
2017,Jul.17,LA,1,1,
2017,Jul.17,CO,1,1,
2017,Jul.17,CT,1,1,
2017,Jul.17,WV,2,2,
2017,Jul.17,MA,1,1,
2017,Jul.17,CA,7,7,
2017,Jul.17,KS,1,1,
2017,Jul.17,MP,1,1,
2017,Jul.17,WI,1,1,
2017,Jul.17,IN,1,1,
2017,Jul.17,PR,1,1,
2017,Jul.17,NC,1,1,
2017,Jun.17,WI,2,2,
2017,Jun.17,TX,19,19,
2017,Jun.17,FL,14,14,
2017,Jun.17,CA,10,10,
2017,Jun.17,TN,3,3,
2017,Jun.17,IL,4,4,
2017,Jun.17,MI,2,2,
2017,Jun.17,NY,6,6,
2017,Jun.17,CO,6,6,
2017,Jun.17,OR,2,2,
2017,Jun.17,LA,2,2,
2017,Jun.17,PA,2,2,
2017,Jun.17,WY,2,2,
2017,Jun.17,IN,1,1,
2017,Jun.17,WV,1,1,
2017,Jun.17,MD,1,1,
2017,Jun.17,OH,2,2,
2017,Jun.17,GA,3,3,
2021,Oct.21,AK,1,,1
2017,Jun.17,UT,1,1,
2017,Jun.17,VA,2,2,
2017,Jun.17,MA,1,1,
2017,Jun.17,NV,1,1,
2017,Jun.17,OK,2,2,
2017,Jun.17,MS,2,2,
2017,Jun.17,SC,3,3,
2017,Jun.17,IA,1,1,
2017,Jun.17,NJ,4,4,
2017,Jun.17,AL,1,1,
2017,Jun.17,MN,1,1,
2017,Jun.17,KY,1,1,
2017,May.17,CA,12,12,
2017,May.17,MI,3,3,
2017,May.17,LA,2,2,
2017,May.17,KS,1,1,
2017,May.17,WI,1,1,
2017,May.17,NJ,3,3,
2017,May.17,TX,13,13,
2017,May.17,NC,3,3,
2017,May.17,MA,3,3,
2017,May.17,MO,2,2,
2017,May.17,GA,5,5,
2017,May.17,IN,4,4,
2017,May.17,MD,2,2,
2017,May.17,OH,3,3,
2017,May.17,OK,4,4,
2017,May.17,SC,1,1,
2017,May.17,TN,5,5,
2017,May.17,PA,3,3,
2017,May.17,ME,1,1,
2017,May.17,PR,2,2,
2017,May.17,CO,1,1,
2017,May.17,NY,9,9,
2017,May.17,IL,4,4,
2017,May.17,DC,1,1,
2017,May.17,FL,6,6,
2017,May.17,WV,1,1,
2017,May.17,OR,3,3,
2017,May.17,NH,3,3,
2017,May.17,MS,4,4,
2017,May.17,IA,4,4,
2017,May.17,AL,1,1,
2017,May.17,MN,1,1,
2017,May.17,WY,1,1,
2017,May.17,VA,1,1,
2017,Apr.17,PA,3,3,
2017,Apr.17,SC,4,4,
2017,Apr.17,FL,7,7,
2017,Apr.17,TN,5,5,
2017,Apr.17,NC,2,2,
2017,Apr.17,AL,1,1,
2017,Apr.17,NY,7,7,
2017,Apr.17,CA,10,10,
2017,Apr.17,OK,1,1,
2017,Apr.17,KS,1,1,
2017,Apr.17,TX,14,14,
2017,Apr.17,OH,4,4,
2017,Apr.17,GA,5,5,
2017,Apr.17,NV,2,2,
2017,Apr.17,IL,3,3,
2017,Apr.17,MI,4,4,
2017,Apr.17,IA,3,3,
2017,Apr.17,VA,4,4,
2017,Apr.17,IN,2,2,
2017,Apr.17,WI,2,2,
2017,Apr.17,OR,2,2,
2017,Apr.17,VT,1,1,
2017,Apr.17,AR,1,1,
2017,Apr.17,LA,3,3,
2017,Apr.17,MT,1,1,
2017,Apr.17,KY,2,2,
2017,Apr.17,MD,2,2,
2017,Apr.17,MO,1,1,
2017,Apr.17,NJ,1,1,
2017,Apr.17,MS,2,2,
2017,Apr.17,CO,2,2,
2017,Apr.17,WV,1,1,
2017,Apr.17,HI,1,1,
2017,Apr.17,ID,1,1,
2017,Apr.17,AZ,1,1,
2017,Mar.17,SC,4,4,
2017,Mar.17,GA,2,2,
2017,Mar.17,OH,1,1,
2017,Mar.17,CA,12,12,
2017,Mar.17,MD,1,1,
2017,Mar.17,TX,13,13,
2017,Mar.17,ME,2,2,
2017,Mar.17,ND,1,1,
2017,Mar.17,IL,5,5,
2017,Mar.17,IA,3,3,
2017,Mar.17,PA,1,1,
2017,Mar.17,LA,2,2,
2017,Mar.17,MI,2,2,
2017,Mar.17,MA,4,4,
2017,Mar.17,WI,3,3,
2017,Mar.17,NC,1,1,
2017,Mar.17,FL,5,5,
2017,Mar.17,MP,1,1,
2017,Mar.17,MN,1,1,
2017,Mar.17,NY,5,5,
2017,Mar.17,OR,1,1,
2017,Mar.17,KY,2,2,
2017,Mar.17,KS,2,2,
2017,Mar.17,AL,1,1,
2017,Mar.17,TN,1,1,
2017,Mar.17,IN,1,1,
2017,Mar.17,NJ,2,2,
2017,Mar.17,MO,1,1,
2017,Mar.17,AZ,1,1,
2017,Mar.17,PR,1,1,
2017,Feb.17,MN,3,3,
2017,Feb.17,MA,1,1,
2017,Feb.17,DC,1,1,
2017,Feb.17,ND,2,2,
2017,Feb.17,NY,4,4,
2017,Feb.17,IL,6,6,
2017,Feb.17,FL,7,7,
2017,Feb.17,IA,1,1,
2017,Feb.17,NC,6,6,
2017,Feb.17,MS,2,2,
2017,Feb.17,OH,1,1,
2017,Feb.17,TX,8,8,
2017,Feb.17,MD,2,2,
2017,Feb.17,LA,5,5,
2017,Feb.17,PA,4,4,
2017,Feb.17,AL,4,4,
2017,Feb.17,CA,14,14,
2017,Feb.17,OR,1,1,
2017,Feb.17,SC,3,3,
2017,Feb.17,GA,1,1,
2017,Feb.17,NV,1,1,
2017,Feb.17,RI,1,1,
2017,Feb.17,OK,1,1,
2017,Feb.17,WV,1,1,
2017,Feb.17,VA,1,1,
2017,Feb.17,TN,1,1,
2017,Feb.17,HI,1,1,
2017,Feb.17,MI,1,1,
2017,Feb.17,CO,1,1,
2017,Feb.17,MO,1,1,
2017,Jan.17,FL,9,9,
2017,Jan.17,TX,17,17,
2017,Jan.17,DE,1,1,
2017,Jan.17,IN,1,1,
2017,Jan.17,PA,6,6,
2017,Jan.17,VA,3,3,
2017,Jan.17,OH,1,1,
2017,Jan.17,NY,1,1,
2017,Jan.17,MA,2,2,
2017,Jan.17,CA,10,10,
2017,Jan.17,TN,4,4,
2017,Jan.17,MD,2,2,
2017,Jan.17,WI,3,3,
2017,Jan.17,OK,2,2,
2017,Jan.17,NC,4,4,
2017,Jan.17,ME,1,1,
2017,Jan.17,NJ,1,1,
2017,Jan.17,DC,1,1,
2017,Jan.17,AL,1,1,
2017,Jan.17,LA,1,1,
2017,Jan.17,GU,1,1,
2017,Jan.17,OR,2,2,
2017,Jan.17,AS,1,1,
2017,Jan.17,IL,2,2,
2017,Jan.17,KY,3,3,
2017,Jan.17,WV,1,1,
2017,Jan.17,MO,1,1,
2017,Jan.17,MI,1,1,
2017,Jan.17,CT,1,1,
2017,Jan.17,VT,1,1,
2017,Jan.17,GA,1,1,
2017,Jan.17,ND,1,1,
2017,Jan.17,UT,1,1,
2017,Jan.17,MN,1,1,
